zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
(s = A Thousand Plateaus, r = {} works in the field of [P101], o = philosophy)
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
----------------------------------------------------------------------------------------------------
{'Jh_norm': 6.87109375, 'bias_norm': 290.5, 'h_info': {'h_index': 0, 'token_id': 32, 'token': 'A'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Joseph Louis Gay-Lussac, target: chemistry   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Giovanni Domenico Cassini, target: astronomy   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' continental'] >>> False
Campegius Vitringa, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Friedrich Spanheim, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Hjalmar Mellin, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Theodor Billroth, target: surgery   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Sima Qian, target: history   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Franz Boas, target: anthropology   ==>   predicted: [' philosophy', ' psycho', ' post', ' continental', ' critical'] >>> False
LGBT social movements, target: LGBT   ==>   predicted: [' philosophy', ' post', ' psycho', ' critical', ' contemporary'] >>> False
Otto Brunfels, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
James Hillman, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' continental', ' critical'] >>> True
Friedrich Bessel, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Edinburgh Mathematical Society, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
John Coltrane, target: jazz   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Abraham Maslow, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' continental'] >>> True
G. Stanley Hall, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> True
Robert Moberly, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Finnish Literature Society, target: Finnish   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Henri Becquerel, target: physics   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
A Thousand Plateaus, target: philosophy   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> True
G. Evelyn Hutchinson, target: ecology   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Johannes Hevelius, target: astronomy   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Michael Jackson, target: musician   ==>   predicted: [' philosophy', ' psycho', ' post', ' continental', ' critical'] >>> False
Edwin Hubble, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' continental'] >>> False
Paracelsus, target: medicine   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Edward B. Titchener, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> True
Charles Sutherland Elton, target: ecology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' continental'] >>> False
pharmacy school, target: pharmacy   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' continental'] >>> False
Akira Toriyama, target: manga   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Jean Le Rond d'Alembert, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Tycho Brahe, target: astronomy   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Mark S. Granovetter, target: sociology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' continental'] >>> False
Sofia Kovalevskaya, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Allan Sandage, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' continental'] >>> False
Hypatia, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Antoine Augustin Cournot, target: economics   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Mikhail Leonidovich Gromov, target: geometry   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
The Physiological Society, target: physiology   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' critical'] >>> False
Galileo Galilei, target: physics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' continental'] >>> False
Polymath project, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' critical'] >>> False
history journal, target: history   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' critical'] >>> False
Courant Institute of Mathematical Sciences, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Al-Masudi, target: history   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' continental'] >>> False
Max Weber, target: sociology   ==>   predicted: [' philosophy', ' psycho', ' post', ' continental', ' critical'] >>> False
Carl Menger, target: economics   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' contemporary'] >>> False
Napoleon Chagnon, target: anthropology   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' continental'] >>> False
Pomponius Mela, target: geography   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' continental'] >>> False
PhilPapers, target: philosophy   ==>   predicted: [' philosophy', ' psycho', ' post', ' continental', ' critical'] >>> True
Hermann von Helmholtz, target: physiology   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' continental'] >>> False
Australian Mathematical Society, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' continental'] >>> False
----------------------------------------------------------------------------------------------------
precision at 3 = 6/50
----------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------
{'Jh_norm': 3.4140625, 'bias_norm': 290.75, 'h_info': {'h_index': 1, 'token_id': 39255, 'token': ' Thousand'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Joseph Louis Gay-Lussac, target: chemistry   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Giovanni Domenico Cassini, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Campegius Vitringa, target: theology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Friedrich Spanheim, target: theology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Hjalmar Mellin, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Theodor Billroth, target: surgery   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Sima Qian, target: history   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Franz Boas, target: anthropology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
LGBT social movements, target: LGBT   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Otto Brunfels, target: theology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
James Hillman, target: psychology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> True
Friedrich Bessel, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Edinburgh Mathematical Society, target: mathematics   ==>   predicted: [' philosophy', ' post', ' the', ' critical', ' psycho'] >>> False
John Coltrane, target: jazz   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Abraham Maslow, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> True
G. Stanley Hall, target: psychology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> True
Robert Moberly, target: theology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Finnish Literature Society, target: Finnish   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Henri Becquerel, target: physics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
A Thousand Plateaus, target: philosophy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> True
G. Evelyn Hutchinson, target: ecology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Johannes Hevelius, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Michael Jackson, target: musician   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Edwin Hubble, target: astronomy   ==>   predicted: [' philosophy', ' post', ' the', ' psycho', ' contemporary'] >>> False
Paracelsus, target: medicine   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' the'] >>> False
Edward B. Titchener, target: psychology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> True
Charles Sutherland Elton, target: ecology   ==>   predicted: [' philosophy', ' post', ' psycho', ' critical', ' the'] >>> False
pharmacy school, target: pharmacy   ==>   predicted: [' philosophy', ' post', ' psycho', ' critical', ' the'] >>> False
Akira Toriyama, target: manga   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Jean Le Rond d'Alembert, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Tycho Brahe, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Mark S. Granovetter, target: sociology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Sofia Kovalevskaya, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Allan Sandage, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Hypatia, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Antoine Augustin Cournot, target: economics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Mikhail Leonidovich Gromov, target: geometry   ==>   predicted: [' philosophy', ' post', ' psycho', ' critical', ' the'] >>> False
The Physiological Society, target: physiology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Galileo Galilei, target: physics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Polymath project, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
history journal, target: history   ==>   predicted: [' philosophy', ' post', ' psycho', ' critical', ' the'] >>> False
Courant Institute of Mathematical Sciences, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' critical', ' the'] >>> False
Al-Masudi, target: history   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Max Weber, target: sociology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Carl Menger, target: economics   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Napoleon Chagnon, target: anthropology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Pomponius Mela, target: geography   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
PhilPapers, target: philosophy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> True
Hermann von Helmholtz, target: physiology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Australian Mathematical Society, target: mathematics   ==>   predicted: [' philosophy', ' post', ' critical', ' the', ' psycho'] >>> False
----------------------------------------------------------------------------------------------------
precision at 3 = 6/50
----------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------
{'Jh_norm': 9.078125, 'bias_norm': 290.5, 'h_info': {'h_index': 2, 'token_id': 23648, 'token': ' Plate'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Joseph Louis Gay-Lussac, target: chemistry   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Giovanni Domenico Cassini, target: astronomy   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' continental'] >>> False
Campegius Vitringa, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
Friedrich Spanheim, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
Hjalmar Mellin, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
Theodor Billroth, target: surgery   ==>   predicted: [' philosophy', ' psycho', ' the', ' post', ' critical'] >>> False
Sima Qian, target: history   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' the'] >>> False
Franz Boas, target: anthropology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' continental'] >>> False
LGBT social movements, target: LGBT   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' critical'] >>> False
Otto Brunfels, target: theology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
James Hillman, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> True
Friedrich Bessel, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' cultural'] >>> False
Edinburgh Mathematical Society, target: mathematics   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' the'] >>> False
John Coltrane, target: jazz   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' the'] >>> False
Abraham Maslow, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> True
G. Stanley Hall, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> True
Robert Moberly, target: theology   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' critical'] >>> False
Finnish Literature Society, target: Finnish   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' the'] >>> False
Henri Becquerel, target: physics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
A Thousand Plateaus, target: philosophy   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' the'] >>> True
G. Evelyn Hutchinson, target: ecology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' cultural'] >>> False
Johannes Hevelius, target: astronomy   ==>   predicted: [' philosophy', ' psycho', ' the', ' post', ' contemporary'] >>> False
Michael Jackson, target: musician   ==>   predicted: [' philosophy', ' psycho', ' the', ' post', ' contemporary'] >>> False
Edwin Hubble, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' continental'] >>> False
Paracelsus, target: medicine   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Edward B. Titchener, target: psychology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> True
Charles Sutherland Elton, target: ecology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' cultural'] >>> False
pharmacy school, target: pharmacy   ==>   predicted: [' philosophy', ' post', ' psycho', ' contemporary', ' critical'] >>> False
Akira Toriyama, target: manga   ==>   predicted: [' philosophy', ' contemporary', ' the', ' post', ' psycho'] >>> False
Jean Le Rond d'Alembert, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Tycho Brahe, target: astronomy   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Mark S. Granovetter, target: sociology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Sofia Kovalevskaya, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Allan Sandage, target: astronomy   ==>   predicted: [' philosophy', ' post', ' psycho', ' the', ' contemporary'] >>> False
Hypatia, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
Antoine Augustin Cournot, target: economics   ==>   predicted: [' philosophy', ' psycho', ' the', ' post', ' contemporary'] >>> False
Mikhail Leonidovich Gromov, target: geometry   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
The Physiological Society, target: physiology   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' the'] >>> False
Galileo Galilei, target: physics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' continental'] >>> False
Polymath project, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' contemporary', ' the'] >>> False
history journal, target: history   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
Courant Institute of Mathematical Sciences, target: mathematics   ==>   predicted: [' philosophy', ' psycho', ' post', ' critical', ' the'] >>> False
Al-Masudi, target: history   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' contemporary'] >>> False
Max Weber, target: sociology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' continental'] >>> False
Carl Menger, target: economics   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' continental'] >>> False
Napoleon Chagnon, target: anthropology   ==>   predicted: [' philosophy', ' psycho', ' post', ' the', ' critical'] >>> False
